service_code,service_full_name,endpoint_prefix,api_version,protocols,uid,regions,region_count,is_global_like,has_resource_interface
pinpoint-sms-voice-v2,Amazon Pinpoint SMS Voice V2,sms-voice,2022-03-31,json,pinpoint-sms-voice-v2-2022-03-31,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,29,False,False
pipes,Amazon EventBridge Pipes,pipes,2015-10-07,rest-json,pipes-2015-10-07,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,26,False,False
polly,Amazon Polly,polly,2016-06-10,rest-json,polly-2016-06-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-5;ca-central-1;eu-central-1;eu-north-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,22,False,False
pricing,AWS Price List Service,api.pricing,2017-10-15,json,pricing-2017-10-15,ap-south-1;eu-central-1;us-east-1,3,False,False
proton,AWS Proton,proton,2020-07-20,json,proton-2020-07-20,ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-east-2;us-west-2,11,False,False
qapps,QApps,data.qapps,2023-11-27,rest-json,qapps-2023-11-27,,0,True,False
qbusiness,QBusiness,qbusiness,2023-11-27,rest-json,qbusiness-2023-11-27,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
qconnect,Amazon Q Connect,wisdom,2020-10-19,rest-json,qconnect-2020-10-19,ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-2;us-east-1;us-west-2,9,False,False
qldb,Amazon QLDB,qldb,2019-01-02,rest-json,qldb-2019-01-02,ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-east-2;us-west-2,11,False,False
qldb-session,Amazon QLDB Session,session.qldb,2019-07-11,json,qldb-session-2019-07-11,ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-east-2;us-west-2,11,False,False
quicksight,Amazon QuickSight,quicksight,2018-04-01,rest-json,quicksight-2018-04-01,af-south-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-2,20,False,False
ram,AWS Resource Access Manager,ram,2018-01-04,rest-json,ram-2018-01-04,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
rbin,Amazon Recycle Bin,rbin,2021-06-15,rest-json,rbin-2021-06-15,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
rds,Amazon Relational Database Service,rds,2014-10-31,query,rds-2014-10-31,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
rds-data,AWS RDS DataService,rds-data,2018-08-01,rest-json,rds-data-2018-08-01,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;eu-west-3;us-east-1;us-east-2;us-west-1;us-west-2,14,False,False
redshift,Amazon Redshift,redshift,2012-12-01,query,redshift-2012-12-01,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
redshift-data,Redshift Data API Service,redshift-data,2019-12-20,json,redshift-data-2019-12-20,,0,True,False
redshift-serverless,Redshift Serverless,redshift-serverless,2021-04-21,json,redshift-serverless-2021-04-21,ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-7;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,25,False,False
rekognition,Amazon Rekognition,rekognition,2016-06-27,json,rekognition-2016-06-27,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;il-central-1;us-east-1;us-east-2;us-west-1;us-west-2,15,False,False
repostspace,AWS re:Post Private,repostspace,2022-05-13,rest-json,repostspace-2022-05-13,,0,True,False
resiliencehub,AWS Resilience Hub,resiliencehub,2020-04-30,rest-json,resiliencehub-2020-04-30,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,20,False,False
resource-explorer-2,AWS Resource Explorer,resource-explorer-2,2022-07-28,rest-json,resource-explorer-2-2022-07-28,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,32,False,False
resource-groups,AWS Resource Groups,resource-groups,2017-11-27,rest-json,resource-groups-2017-11-27,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
resourcegroupstaggingapi,AWS Resource Groups Tagging API,tagging,2017-01-26,json,resourcegroupstaggingapi-2017-01-26,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
robomaker,AWS RoboMaker,robomaker,2018-06-29,rest-json,robomaker-2018-06-29,ap-northeast-1;ap-southeast-1;eu-central-1;eu-west-1;us-east-1;us-east-2;us-west-2,7,False,False
rolesanywhere,IAM Roles Anywhere,rolesanywhere,2018-05-10,rest-json,rolesanywhere-2018-05-10,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
route53,Amazon Route 53,route53,2013-04-01,rest-xml,route53-2013-04-01,,0,True,False
route53-recovery-cluster,Route53 Recovery Cluster,route53-recovery-cluster,2019-12-02,json,route53-recovery-cluster-2019-12-02,,0,True,False
route53-recovery-control-config,AWS Route53 Recovery Control Config,route53-recovery-control-config,2020-11-02,rest-json,route53-recovery-control-config-2020-11-02,,0,True,False
route53-recovery-readiness,AWS Route53 Recovery Readiness,route53-recovery-readiness,2019-12-02,rest-json,route53-recovery-readiness-2019-12-02,,0,True,False
route53domains,Amazon Route 53 Domains,route53domains,2014-05-15,json,route53domains-2014-05-15,us-east-1,1,False,False
route53profiles,Route 53 Profiles,route53profiles,2018-05-10,rest-json,route53profiles-2018-05-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,32,False,False
route53resolver,Amazon Route 53 Resolver,route53resolver,2018-04-01,json,route53resolver-2018-04-01,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
rum,CloudWatch RUM,rum,2018-05-10,rest-json,rum-2018-05-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,32,False,False
s3,Amazon Simple Storage Service,s3,2006-03-01,rest-xml,s3-2006-03-01,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,True
s3control,AWS S3 Control,s3-control,2018-08-20,rest-xml,s3control-2018-08-20,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,29,False,False
s3outposts,Amazon S3 on Outposts,s3-outposts,2017-07-25,rest-json,s3outposts-2017-07-25,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,23,False,False
s3tables,Amazon S3 Tables,s3tables,2018-05-10,rest-json,s3tables-2018-05-10,,0,True,False
s3vectors,Amazon S3 Vectors,s3vectors,2025-07-15,rest-json,s3vectors-2025-07-15,,0,True,False
sagemaker,Amazon SageMaker Service,api.sagemaker,2017-07-24,json,sagemaker-2017-07-24,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
sagemaker-a2i-runtime,Amazon Augmented AI Runtime,a2i-runtime.sagemaker,2019-11-07,rest-json,sagemaker-a2i-runtime-2019-11-07,,0,True,False
sagemaker-edge,Amazon Sagemaker Edge Manager,edge.sagemaker,2020-09-23,rest-json,sagemaker-edge-2020-09-23,ap-northeast-1;eu-central-1;eu-west-1;us-east-1;us-east-2;us-west-2,6,False,False
sagemaker-featurestore-runtime,Amazon SageMaker Feature Store Runtime,featurestore-runtime.sagemaker,2020-07-01,rest-json,sagemaker-featurestore-runtime-2020-07-01,,0,True,False
sagemaker-geospatial,Amazon SageMaker geospatial capabilities,sagemaker-geospatial,2020-05-27,rest-json,sagemaker-geospatial-2020-05-27,us-west-2,1,False,False
sagemaker-metrics,Amazon SageMaker Metrics Service,metrics.sagemaker,2022-09-30,rest-json,sagemaker-metrics-2022-09-30,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
sagemaker-runtime,Amazon SageMaker Runtime,runtime.sagemaker,2017-05-13,rest-json,runtime.sagemaker-2017-05-13,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
savingsplans,AWS Savings Plans,savingsplans,2019-06-28,rest-json,savingsplans-2019-06-28,,0,True,False
scheduler,Amazon EventBridge Scheduler,scheduler,2021-06-30,rest-json,scheduler-2021-06-30,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
schemas,Schemas,schemas,2019-12-02,rest-json,schemas-2019-12-02,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,25,False,False
sdb,Amazon SimpleDB,sdb,2009-04-15,query,sdb-2009-04-15,ap-northeast-1;ap-southeast-1;ap-southeast-2;eu-west-1;sa-east-1;us-east-1;us-west-1;us-west-2,8,False,False
secretsmanager,AWS Secrets Manager,secretsmanager,2017-10-17,json,secretsmanager-2017-10-17,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
security-ir,Security Incident Response,security-ir,2018-05-10,rest-json,security-ir-2018-05-10,,0,True,False
securityhub,AWS SecurityHub,securityhub,2018-10-26,rest-json,securityhub-2018-10-26,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
securitylake,Amazon Security Lake,securitylake,2018-05-10,rest-json,securitylake-2018-05-10,ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,17,False,False
serverlessrepo,AWSServerlessApplicationRepository,serverlessrepo,2017-09-08,rest-json,serverlessrepo-2017-09-08,ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,18,False,False
service-quotas,Service Quotas,servicequotas,2019-06-24,json,service-quotas-2019-06-24,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
servicecatalog,AWS Service Catalog,servicecatalog,2015-12-10,json,servicecatalog-2015-12-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,28,False,False
servicecatalog-appregistry,AWS Service Catalog App Registry,servicecatalog-appregistry,2020-06-24,rest-json,AWS242AppRegistry-2020-06-24,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,29,False,False
servicediscovery,AWS Cloud Map,servicediscovery,2017-03-14,json,servicediscovery-2017-03-14,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
ses,Amazon Simple Email Service,email,2010-12-01,query,email-2010-12-01,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,25,False,False
sesv2,Amazon Simple Email Service,email,2019-09-27,rest-json,sesv2-2019-09-27,af-south-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,25,False,False
shield,AWS Shield,shield,2016-06-02,json,shield-2016-06-02,,0,True,False
signer,AWS Signer,signer,2017-08-25,rest-json,signer-2017-08-25,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,20,False,False
simspaceweaver,AWS SimSpace Weaver,simspaceweaver,2022-10-28,rest-json,simspaceweaver-2022-10-28,ap-southeast-1;ap-southeast-2;eu-central-1;eu-north-1;eu-west-1;us-east-1;us-east-2;us-west-2,8,False,False
sms,AWS Server Migration Service,sms,2016-10-24,json,sms-2016-10-24,us-west-2,1,False,False
sms-voice,Amazon Pinpoint SMS and Voice Service,sms-voice.pinpoint,2018-09-05,rest-json,pinpoint-sms-voice-2018-09-05,,0,True,False
snow-device-management,AWS Snow Device Management,snow-device-management,2021-08-04,rest-json,snow-device-management-2021-08-04,,0,True,False
snowball,Amazon Import/Export Snowball,snowball,2016-06-30,json,snowball-2016-06-30,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-southeast-1;ap-southeast-2;ap-southeast-3;ca-central-1;eu-central-1;eu-north-1;eu-south-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,23,False,False
sns,Amazon Simple Notification Service,sns,2010-03-31,query,sns-2010-03-31,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,True
socialmessaging,AWS End User Messaging Social,social-messaging,2024-01-01,rest-json,socialmessaging-2024-01-01,,0,True,False
sqs,Amazon Simple Queue Service,sqs,2012-11-05,json,sqs-2012-11-05,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,True
ssm,Amazon Simple Systems Manager (SSM),ssm,2014-11-06,json,ssm-2014-11-06,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
ssm-contacts,AWS Systems Manager Incident Manager Contacts,ssm-contacts,2021-05-03,json,ssm-contacts-2021-05-03,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,16,False,False
ssm-guiconnect,AWS SSM-GUIConnect,ssm-guiconnect,2021-05-01,rest-json,ssm-guiconnect-2021-05-01,,0,True,False
ssm-incidents,AWS Systems Manager Incident Manager,ssm-incidents,2018-05-10,rest-json,ssm-incidents-2018-05-10,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,16,False,False
